Tipo_aviso;Estado;Prioridad;Incidente;Estructura;Creacion;Inicio;Cierre;Serie;Norte;Este;Depto;Municipio;Vereda;Cia
CONSTRUCCIONES;INIC GEAM;Tres años;2467016;19859096;2016-11-25 00:00:00;2018-11-25 00:00:00;1970-01-01 00:00:00;19284;1126440,531;1125913,46;BOYACÁ;SOGAMOSO;SIATAME;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;2466996;19859083;2016-11-25 00:00:00;2016-11-25 00:00:00;1970-01-01 00:00:00;19248;1128865,031;1129951,157;BOYACÁ;SOGAMOSO;RAMADA;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;1026775;19892207;2017-02-24 00:00:00;2017-02-24 00:00:00;1970-01-01 00:00:00;15780;1020043,28;1065416,751;CUNDINAMARCA;UBALÁ;SAN ANTONIO DE UBALA;Zen
VEGETACIÓN;INIC ENPT GEAM;Año;2547351;19892207;2015-05-02 00:00:00;2015-05-02 00:00:00;2016-03-02 00:00:00;15780;1020043,28;1065416,751;CUNDINAMARCA;UBALÁ;SAN ANTONIO DE UBALA;Zen
VEGETACIÓN;INIC ENPT GERE;Año;1636618;19892207;2010-05-13 00:00:00;2010-05-13 00:00:00;2011-10-12 00:00:00;15780;1020043,28;1065416,751;CUNDINAMARCA;UBALÁ;SAN ANTONIO DE UBALA;Zen
VEGETACIÓN;INIC ENPT GERE;Año;1636618;19892207;2010-05-13 00:00:00;2011-03-11 00:00:00;2011-10-12 00:00:00;15780;1020043,28;1065416,751;CUNDINAMARCA;UBALÁ;SAN ANTONIO DE UBALA;Zen
VEGETACIÓN;INIC ENPT GERE;Año;1055664;19892207;2013-03-21 00:00:00;2013-03-21 00:00:00;2015-01-02 00:00:00;15780;1020043,28;1065416,751;CUNDINAMARCA;UBALÁ;SAN ANTONIO DE UBALA;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;2466914;19874616;2016-11-26 00:00:00;2016-11-26 00:00:00;1970-01-01 00:00:00;8236;1081273,684;903455,173;CALDAS;VICTORIA;DOÑA JUANA ALTA;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;1026767;19892200;2017-02-24 00:00:00;2017-02-24 00:00:00;1970-01-01 00:00:00;15787;1019143,363;1062561,996;CUNDINAMARCA;UBALÁ;SANTA MARIA;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;2485251;19891870;2016-07-07 00:00:00;2016-07-07 00:00:00;1970-01-01 00:00:00;1790;1109334,912;1098726,058;BOYACÁ;TOCA;CENTRO;Zen
CONSTRUCCIONES;INIC GEAM;Seis años;1107882;19891870;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00;1790;1109334,912;1098726,058;BOYACÁ;TOCA;CENTRO;Zen
CONSTRUCCIONES;INIC GEAM;Semestre;1107884;19891870;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00;1790;1109334,912;1098726,058;BOYACÁ;TOCA;CENTRO;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;2485290;19891993;2016-07-07 00:00:00;2016-07-07 00:00:00;1970-01-01 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
CONSTRUCCIONES;INIC GERE;Seis años;1107907;19891993;2012-07-15 00:00:00;2012-07-15 00:00:00;2016-05-03 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
CONSTRUCCIONES;INIC GERE;Seis años;1107905;19891993;2012-07-15 00:00:00;2017-08-10 00:00:00;2017-10-19 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
CONSTRUCCIONES;INIC GERE;Seis años;1107905;19891993;2012-07-15 00:00:00;2012-07-15 00:00:00;2017-10-19 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
CONSTRUCCIONES;INIC GEAM GERE;Tres años;2485287;19891993;2016-07-07 00:00:00;2019-02-08 00:00:00;1970-01-01 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
CONSTRUCCIONES;INIC GEAM GERE;Tres años;2485287;19891993;2016-07-07 00:00:00;2016-07-07 00:00:00;1970-01-01 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
CONSTRUCCIONES;INIC GEAM;Semestre;1107906;19891993;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00;1703;1062820,247;1078344,97;BOYACÁ;CHINAVITA;CENTRO ABAJO;Zen
OBRAS;INIC ENPT GEAM;Año;150244;19892487;2013-07-19 00:00:00;2013-07-19 00:00:00;2015-11-21 00:00:00;1950;1027901,875;1093357,375;BOYACÁ;SANTA MARÍA;HOYA GRANDE;Zen
OBRAS;INIC GERE;Año;2439515;19892487;2017-09-10 00:00:00;2019-02-10 00:00:00;1970-01-01 00:00:00;1950;1027901,875;1093357,375;BOYACÁ;SANTA MARÍA;HOYA GRANDE;Zen
OBRAS;INIC GERE;Año;2439515;19892487;2017-09-10 00:00:00;2019-01-31 00:00:00;1970-01-01 00:00:00;1950;1027901,875;1093357,375;BOYACÁ;SANTA MARÍA;HOYA GRANDE;Zen
PERMISO INGRESO;INIC ENPT GERE;Trimestre;2583380;19892487;2014-05-17 00:00:00;2014-05-17 00:00:00;2016-04-11 00:00:00;1950;1027901,875;1093357,375;BOYACÁ;SANTA MARÍA;HOYA GRANDE;Zen
OBRAS;INIC ENPT GERE;Semestre;2569270;19892487;2014-09-10 00:00:00;2014-09-10 00:00:00;2016-07-28 00:00:00;1950;1027901,875;1093357,375;BOYACÁ;SANTA MARÍA;HOYA GRANDE;Zen
VEGETACIÓN;INIC ENPT GEAM;Trimestre;1491915;19892154;2011-03-10 00:00:00;2011-03-10 00:00:00;2011-04-10 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC GEAM TAMB;Dos años;2417597;19892154;2018-03-07 00:00:00;2019-03-15 00:00:00;1970-01-01 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC GEAM TAMB;Dos años;2417597;19892154;2018-03-07 00:00:00;2018-03-07 00:00:00;1970-01-01 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC ENPT GERE;Año;2983483;19892154;2013-10-23 00:00:00;2013-10-23 00:00:00;2014-05-28 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC ENPT GERE PRER;Tres años;2550530;19892154;2015-04-01 00:00:00;2015-04-03 00:00:00;2017-12-30 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC ENPT GERE;Semestre;1428189;19892154;2011-05-07 00:00:00;2011-05-07 00:00:00;2011-10-08 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC ENPT GERE;Año;2983482;19892154;2013-10-23 00:00:00;2013-10-23 00:00:00;2014-04-05 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC ENPT GERE;Semestre;1043594;19892154;2013-06-09 00:00:00;2013-06-09 00:00:00;2014-04-05 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
CONSTRUCCIONES;INIC GERE;Tres años;1749623;19892154;2007-09-13 00:00:00;2007-09-13 00:00:00;2013-06-28 00:00:00;15831;1024137,222;1042162,224;CUNDINAMARCA;JUNÍN;SAN JOSE;Zen
VEGETACIÓN;INIC ENPT GERE;Mes;1662694;19891510;2009-10-04 00:00:00;2009-10-04 00:00:00;2011-05-04 00:00:00;11902;1023522,925;945220,5627;CUNDINAMARCA;VIANÍ;VEREDA ROSARIO;Zen
VEGETACIÓN;INIC SCOR GERE;Año;1770843;19866086;2007-01-28 00:00:00;2007-01-28 00:00:00;2007-05-09 00:00:00;10833;1066978,868;973969,7419;CUNDINAMARCA;EL PEÑON;PERIQUITO;Zen
OBRAS;PLAN ENPT GEAM REAN EESP;Año;2556024;19866086;2015-01-17 00:00:00;2015-01-17 00:00:00;2015-12-06 00:00:00;10833;1066978,868;973969,7419;CUNDINAMARCA;EL PEÑON;PERIQUITO;Zen
OBRAS;INIC GEAM REAN;Dos años;1020446;19892183;2017-04-20 00:00:00;2018-03-10 00:00:00;1970-01-01 00:00:00;15804;1019900,598;1055450,834;CUNDINAMARCA;UBALÁ;EL CARMELO;Zen
OBRAS;INIC GEAM REAN;Dos años;1020446;19892183;2017-04-20 00:00:00;2017-04-20 00:00:00;1970-01-01 00:00:00;15804;1019900,598;1055450,834;CUNDINAMARCA;UBALÁ;EL CARMELO;Zen
OBRAS;INIC GEAM REAN;Dos años;1020424;19891910;2017-04-20 00:00:00;2017-04-20 00:00:00;1970-01-01 00:00:00;1750;1096176,047;1089137,18;BOYACÁ;VIRACACHÁ;CHEN;Zen
OBRAS;INIC GEAM REAN;Dos años;1020424;19891910;2017-04-20 00:00:00;2019-03-24 00:00:00;1970-01-01 00:00:00;1750;1096176,047;1089137,18;BOYACÁ;VIRACACHÁ;CHEN;Zen
OBRAS;INIC REAN GERE;Dos años;1020438;19892101;2017-04-20 00:00:00;2017-04-20 00:00:00;1970-01-01 00:00:00;15711;1023163,623;1017407,173;CUNDINAMARCA;GUASCA;SALITRE;Zen
OBRAS;INIC REAN GERE;Dos años;1020438;19892101;2017-04-20 00:00:00;2018-06-09 00:00:00;1970-01-01 00:00:00;15711;1023163,623;1017407,173;CUNDINAMARCA;GUASCA;SALITRE;Zen
VEGETACIÓN;INIC ENPT GERE;Año;1118623;19892101;2012-05-18 00:00:00;2012-05-18 00:00:00;2013-04-10 00:00:00;15711;1023163,623;1017407,173;CUNDINAMARCA;GUASCA;SALITRE;Zen
OBRAS;INIC ENPT GEAM GERE;Año;2486883;19892670;2016-06-24 00:00:00;2016-06-24 00:00:00;1970-01-01 00:00:00;11747;1009009,708;972704,925;CUNDINAMARCA;BOJACÁ;SAN ANTONIO;Zen
OBRAS;INIC ENPT GEAM GERE;Año;2486883;19892670;2016-06-24 00:00:00;2019-04-11 00:00:00;1970-01-01 00:00:00;11747;1009009,708;972704,925;CUNDINAMARCA;BOJACÁ;SAN ANTONIO;Zen
OBRAS;CPRO GEAM REAN EESP AMPO CO19;Seis años;2720387;19892670;2014-04-12 00:00:00;2014-04-12 00:00:00;1970-01-01 00:00:00;11747;1009009,708;972704,925;CUNDINAMARCA;BOJACÁ;SAN ANTONIO;Zen
VEGETACIÓN;INIC GEAM TAMB;Año;1028897;19892107;2017-02-08 00:00:00;2017-09-20 00:00:00;1970-01-01 00:00:00;15878;1023906,468;1019443,906;CUNDINAMARCA;GUASCA;TRINIDAD;Zen
VEGETACIÓN;INIC GEAM TAMB;Año;1028897;19892107;2017-02-08 00:00:00;2017-02-08 00:00:00;1970-01-01 00:00:00;15878;1023906,468;1019443,906;CUNDINAMARCA;GUASCA;TRINIDAD;Zen
VEGETACIÓN;INIC ENPT GEAM;Año;2549188;19892107;2015-04-15 00:00:00;2015-04-15 00:00:00;2016-05-07 00:00:00;15878;1023906,468;1019443,906;CUNDINAMARCA;GUASCA;TRINIDAD;Zen
VEGETACIÓN;INIC ENPT GERE;Año;1636633;19892107;2010-05-13 00:00:00;2010-05-13 00:00:00;2010-10-10 00:00:00;15878;1023906,468;1019443,906;CUNDINAMARCA;GUASCA;TRINIDAD;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020146;19891965;2017-04-22 00:00:00;2017-04-22 00:00:00;1970-01-01 00:00:00;1731;1076509,389;1073501,006;BOYACÁ;TIBANA;MANGLES;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020146;19891965;2017-04-22 00:00:00;2017-09-22 00:00:00;1970-01-01 00:00:00;1731;1076509,389;1073501,006;BOYACÁ;TIBANA;MANGLES;Zen
VEGETACIÓN;INIC GERE;Año;2564743;19891965;2014-09-20 00:00:00;2014-09-20 00:00:00;2015-11-12 00:00:00;1731;1076509,389;1073501,006;BOYACÁ;TIBANA;MANGLES;Zen
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2535616;19891965;2015-05-23 00:00:00;2015-05-23 00:00:00;2016-03-19 00:00:00;1731;1076509,389;1073501,006;BOYACÁ;TIBANA;MANGLES;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020145;19891963;2017-04-22 00:00:00;2017-04-22 00:00:00;1970-01-01 00:00:00;1733;1077452,384;1073802,891;BOYACÁ;TIBANA;MANGLES;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020145;19891963;2017-04-22 00:00:00;2017-09-22 00:00:00;1970-01-01 00:00:00;1733;1077452,384;1073802,891;BOYACÁ;TIBANA;MANGLES;Zen
VEGETACIÓN;INIC GEAM TAMB;Dos años;1017440;19891952;2017-05-05 00:00:00;2017-09-22 00:00:00;1970-01-01 00:00:00;1744;1082138,096;1076380,683;BOYACÁ;TIBANA;LAJA;Zen
VEGETACIÓN;INIC GEAM TAMB;Dos años;1017440;19891952;2017-05-05 00:00:00;2017-05-05 00:00:00;1970-01-01 00:00:00;1744;1082138,096;1076380,683;BOYACÁ;TIBANA;LAJA;Zen
VEGETACIÓN;INIC ENPT GERE;Año;2564736;19891952;2014-09-20 00:00:00;2014-09-21 00:00:00;2015-10-10 00:00:00;1744;1082138,096;1076380,683;BOYACÁ;TIBANA;LAJA;Zen
VEGETACIÓN;INIC ENPT REAN GERE;Año;2531367;19891952;2015-06-12 00:00:00;2015-06-12 00:00:00;2015-10-10 00:00:00;1744;1082138,096;1076380,683;BOYACÁ;TIBANA;LAJA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1017427;19891951;2017-05-05 00:00:00;2017-05-05 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1017427;19891951;2017-05-05 00:00:00;2017-09-22 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
VEGETACIÓN;INIC GEAM PRER;Dos años;2402036;19891951;2018-07-06 00:00:00;2018-11-16 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
VEGETACIÓN;INIC GEAM PRER;Dos años;2402036;19891951;2018-07-06 00:00:00;2018-07-06 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
VEGETACIÓN;INIC GEAM PRER;Dos años;2401998;19891951;2018-07-06 00:00:00;2018-11-15 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
VEGETACIÓN;INIC GEAM PRER;Dos años;2401998;19891951;2018-07-06 00:00:00;2018-07-06 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
CONSTRUCCIONES;INIC GEAM;Seis años;1107900;19891951;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00;5405;1082489,718;1076634,06;BOYACÁ;TIBANA;JUANA RUIZ;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1017420;19891930;2017-05-05 00:00:00;2017-05-05 00:00:00;1970-01-01 00:00:00;5417;1088500,007;1083326,61;BOYACÁ;RAMIRIQUÍ;RESGUARDO ALTO;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1017420;19891930;2017-05-05 00:00:00;2017-10-11 00:00:00;1970-01-01 00:00:00;5417;1088500,007;1083326,61;BOYACÁ;RAMIRIQUÍ;RESGUARDO ALTO;Zen
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525510;19891930;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-03-20 00:00:00;5417;1088500,007;1083326,61;BOYACÁ;RAMIRIQUÍ;RESGUARDO ALTO;Zen
VEGETACIÓN;INIC ENPT GEAM REAN;Año;2525507;19891930;2015-07-16 00:00:00;2015-07-26 00:00:00;2016-06-01 00:00:00;5417;1088500,007;1083326,61;BOYACÁ;RAMIRIQUÍ;RESGUARDO ALTO;Zen
CONSTRUCCIONES;INIC GEAM;Seis años;1107875;19891930;2012-07-15 00:00:00;2012-07-15 00:00:00;1970-01-01 00:00:00;5417;1088500,007;1083326,61;BOYACÁ;RAMIRIQUÍ;RESGUARDO ALTO;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;1749636;19891930;2007-09-13 00:00:00;2007-09-13 00:00:00;1970-01-01 00:00:00;5417;1088500,007;1083326,61;BOYACÁ;RAMIRIQUÍ;RESGUARDO ALTO;Zen
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;1021892;19892337;2017-04-07 00:00:00;2017-04-07 00:00:00;1970-01-01 00:00:00;2327;1027831,653;1028019,16;CUNDINAMARCA;GUASCA;PASTOR OSPINA;Zen
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;1021892;19892337;2017-04-07 00:00:00;2017-09-20 00:00:00;1970-01-01 00:00:00;2327;1027831,653;1028019,16;CUNDINAMARCA;GUASCA;PASTOR OSPINA;Zen
VEGETACIÓN;INIC ENPT GERE;Año;2581598;19892337;2014-05-25 00:00:00;2014-06-01 00:00:00;2015-03-20 00:00:00;2327;1027831,653;1028019,16;CUNDINAMARCA;GUASCA;PASTOR OSPINA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1021489;19892014;2017-04-13 00:00:00;2017-10-11 00:00:00;1970-01-01 00:00:00;1682;1054576,462;1083780,619;BOYACÁ;GARAGOA;QUICUA ARRIBA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1021489;19892014;2017-04-13 00:00:00;2017-04-13 00:00:00;1970-01-01 00:00:00;1682;1054576,462;1083780,619;BOYACÁ;GARAGOA;QUICUA ARRIBA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1021444;19892010;2017-04-13 00:00:00;2017-04-13 00:00:00;2019-04-12 00:00:00;1686;1055803,725;1082000,012;BOYACÁ;GARAGOA;QUICUA ARRIBA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1021444;19892010;2017-04-13 00:00:00;2017-11-04 00:00:00;2019-04-12 00:00:00;1686;1055803,725;1082000,012;BOYACÁ;GARAGOA;QUICUA ARRIBA;Zen
VEGETACIÓN;INIC GEAM;Año;2368415;19892010;2019-04-12 00:00:00;2019-04-12 00:00:00;1970-01-01 00:00:00;1686;1055803,725;1082000,012;BOYACÁ;GARAGOA;QUICUA ARRIBA;Zen
VEGETACIÓN;INIC GERE PRER;Dos años;1021446;19891989;2017-04-13 00:00:00;2017-04-13 00:00:00;1970-01-01 00:00:00;1707;1064275,997;1077731,738;BOYACÁ;CHINAVITA;CURAVITA;Zen
CONSTRUCCIONES;INIC GEAM;Tres años;1749640;19891989;2007-09-13 00:00:00;2007-09-13 00:00:00;2009-05-30 00:00:00;1707;1064275,997;1077731,738;BOYACÁ;CHINAVITA;CURAVITA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020150;19891981;2017-04-22 00:00:00;2017-04-22 00:00:00;1970-01-01 00:00:00;1715;1068175,881;1076009,408;BOYACÁ;PACHAVITA;SOAQUIRA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020150;19891981;2017-04-22 00:00:00;2017-10-06 00:00:00;1970-01-01 00:00:00;1715;1068175,881;1076009,408;BOYACÁ;PACHAVITA;SOAQUIRA;Zen
VEGETACIÓN;INIC GEAM PRER;Dos años;2404815;19891981;2018-06-16 00:00:00;2018-06-16 00:00:00;1970-01-01 00:00:00;1715;1068175,881;1076009,408;BOYACÁ;PACHAVITA;SOAQUIRA;Zen
VEGETACIÓN;INIC GEAM PRER;Dos años;2404815;19891981;2018-06-16 00:00:00;2019-02-24 00:00:00;1970-01-01 00:00:00;1715;1068175,881;1076009,408;BOYACÁ;PACHAVITA;SOAQUIRA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020149;19891979;2017-04-22 00:00:00;2017-09-23 00:00:00;1970-01-01 00:00:00;1717;1068808,136;1075470,792;BOYACÁ;UMBITA;SISA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020149;19891979;2017-04-22 00:00:00;2017-04-22 00:00:00;1970-01-01 00:00:00;1717;1068808,136;1075470,792;BOYACÁ;UMBITA;SISA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020148;19891979;2017-04-22 00:00:00;2017-04-22 00:00:00;1970-01-01 00:00:00;1717;1068808,136;1075470,792;BOYACÁ;UMBITA;SISA;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1020148;19891979;2017-04-22 00:00:00;2017-10-12 00:00:00;1970-01-01 00:00:00;1717;1068808,136;1075470,792;BOYACÁ;UMBITA;SISA;Zen
VEGETACIÓN;INIC GEAM GPRE;Dos años;1022502;19891865;2017-03-31 00:00:00;2019-01-03 00:00:00;1970-01-01 00:00:00;1795;1111340,52;1099673,205;BOYACÁ;TOCA;RAIBA;Zen
VEGETACIÓN;INIC GEAM GPRE;Dos años;1022502;19891865;2017-03-31 00:00:00;2017-03-31 00:00:00;1970-01-01 00:00:00;1795;1111340,52;1099673,205;BOYACÁ;TOCA;RAIBA;Zen
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;1022503;19891865;2017-03-31 00:00:00;2017-03-31 00:00:00;2018-10-14 00:00:00;1795;1111340,52;1099673,205;BOYACÁ;TOCA;RAIBA;Zen
VEGETACIÓN;INIC ENPT TAMB GERE;Dos años;1022503;19891865;2017-03-31 00:00:00;2017-06-25 00:00:00;2018-10-14 00:00:00;1795;1111340,52;1099673,205;BOYACÁ;TOCA;RAIBA;Zen
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;2454968;19892324;2017-06-09 00:00:00;2017-12-09 00:00:00;1970-01-01 00:00:00;2377;1026646,75;1022893,063;CUNDINAMARCA;GUASCA;SANTA ANA;Zen
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;2454968;19892324;2017-06-09 00:00:00;2017-06-09 00:00:00;1970-01-01 00:00:00;2377;1026646,75;1022893,063;CUNDINAMARCA;GUASCA;SANTA ANA;Zen
VEGETACIÓN;INIC ENPT GEAM;Dos años;2454959;19892324;2017-06-09 00:00:00;2017-06-09 00:00:00;1970-01-01 00:00:00;2377;1026646,75;1022893,063;CUNDINAMARCA;GUASCA;SANTA ANA;Zen
VEGETACIÓN;INIC ENPT GERE;Año;2987103;19892324;2010-08-06 00:00:00;2013-09-25 00:00:00;2014-06-12 00:00:00;2377;1026646,75;1022893,063;CUNDINAMARCA;GUASCA;SANTA ANA;Zen
OBRAS;INIC GEAM REAN CO19;Año;2530262;19892324;2015-06-21 00:00:00;2015-06-21 00:00:00;2016-09-02 00:00:00;2377;1026646,75;1022893,063;CUNDINAMARCA;GUASCA;SANTA ANA;Zen
VEGETACIÓN;INIC ENPT GERE;Trimestre;1417161;19892324;2011-05-21 00:00:00;2011-05-21 00:00:00;2011-09-10 00:00:00;2377;1026646,75;1022893,063;CUNDINAMARCA;GUASCA;SANTA ANA;Zen
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;2455001;19892299;2017-06-09 00:00:00;2017-06-09 00:00:00;1970-01-01 00:00:00;2402;1022144,684;1011756,976;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC ENPT GEAM TAMB;Dos años;2455001;19892299;2017-06-09 00:00:00;2018-05-17 00:00:00;1970-01-01 00:00:00;2402;1022144,684;1011756,976;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
OBRAS;INIC REAN GERE;Dos años;1020321;19892299;2017-04-21 00:00:00;2018-05-11 00:00:00;1970-01-01 00:00:00;2402;1022144,684;1011756,976;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
OBRAS;INIC REAN GERE;Dos años;1020321;19892299;2017-04-21 00:00:00;2017-04-21 00:00:00;1970-01-01 00:00:00;2402;1022144,684;1011756,976;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC ENPT GEAM;Año;2581628;19892299;2014-05-31 00:00:00;2014-05-31 00:00:00;2016-03-19 00:00:00;2402;1022144,684;1011756,976;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC GERE;Semestre;1686621;19892299;2009-01-24 00:00:00;2009-01-24 00:00:00;2009-06-14 00:00:00;2402;1022144,684;1011756,976;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC ENPT GEAM GPRE PRER;Dos años;2455006;19892301;2017-06-09 00:00:00;2019-03-29 00:00:00;1970-01-01 00:00:00;2400;1022496,584;1012736,695;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC ENPT GEAM GPRE PRER;Dos años;2455006;19892301;2017-06-09 00:00:00;2017-06-09 00:00:00;1970-01-01 00:00:00;2400;1022496,584;1012736,695;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC ENPT GEAM;Año;1118509;19892301;2012-05-19 00:00:00;2012-05-19 00:00:00;2013-05-08 00:00:00;2400;1022496,584;1012736,695;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
CONSTRUCCIONES;INIC GEAM;Seis años;2530464;19892301;2015-06-20 00:00:00;2015-06-20 00:00:00;1970-01-01 00:00:00;2400;1022496,584;1012736,695;CUNDINAMARCA;LA CALERA;MARQUEZ;Zen
VEGETACIÓN;INIC TAMB;Dos años;2442023;19891497;2017-08-18 00:00:00;2017-08-18 00:00:00;1970-01-01 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC TAMB;Dos años;2442023;19891497;2017-08-18 00:00:00;2017-10-15 00:00:00;1970-01-01 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC TAMB PRER;Dos años;1033095;19891497;2016-12-16 00:00:00;2016-12-16 00:00:00;1970-01-01 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC TAMB PRER;Dos años;1033095;19891497;2016-12-16 00:00:00;2017-08-25 00:00:00;1970-01-01 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;2442015;19891497;2017-08-18 00:00:00;2017-10-15 00:00:00;2019-01-03 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;2442015;19891497;2017-08-18 00:00:00;2017-08-18 00:00:00;2019-01-03 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC ENPT GERE;Año;2562669;19891497;2014-10-09 00:00:00;2014-10-11 00:00:00;2015-12-04 00:00:00;11915;1018387,44;948456,2143;CUNDINAMARCA;QUIPILE;QUIPILITO;Zen
VEGETACIÓN;INIC TAMB GERE;Dos años;1022564;19891881;2017-03-31 00:00:00;2017-03-31 00:00:00;1970-01-01 00:00:00;1779;1105457,996;1096523,072;BOYACÁ;TOCA;TUANECA;Zen
